Subregion,Region,Lat,Long,Day,Count
All,Ukraine,48.3794,31.1656,2020-03-13,1
All,Poland,51.9194,19.1451,2020-03-13,2
All,Bulgaria,42.7339,25.4858,2020-03-13,1
All,Albania,41.1533,20.1683,2020-03-13,1
All,Panama,8.538,-80.7821,2020-03-13,1
Hubei,China,30.9756,112.2707,2020-03-13,3062
All,Iran,32,53,2020-03-13,514
All,"Korea, South",36,128,2020-03-13,66
France,France,46.2276,2.2137,2020-03-13,79
Guangdong,China,23.3417,113.4244,2020-03-13,8
Henan,China,33.882,113.614,2020-03-13,22
Zhejiang,China,29.1832,120.0934,2020-03-13,1
Hunan,China,27.6104,111.7088,2020-03-13,4
Anhui,China,31.8257,117.2264,2020-03-13,6
Jiangxi,China,27.614,115.7221,2020-03-13,1
Shandong,China,36.3427,118.1498,2020-03-13,7
Diamond Princess,Cruise Ship,35.4437,139.638,2020-03-13,7
Chongqing,China,30.0572,107.874,2020-03-13,6
Sichuan,China,30.6171,102.7103,2020-03-13,3
Heilongjiang,China,47.862,127.7615,2020-03-13,13
Beijing,China,40.1824,116.4142,2020-03-13,8
Shanghai,China,31.202,121.4491,2020-03-13,3
Hebei,China,39.549,116.1306,2020-03-13,6
Fujian,China,26.0789,117.9874,2020-03-13,1
Guangxi,China,23.8298,108.7881,2020-03-13,2
Shaanxi,China,35.1917,108.8701,2020-03-13,2
Yunnan,China,24.974,101.487,2020-03-13,2
Hainan,China,19.1959,109.7453,2020-03-13,6
Guizhou,China,26.8154,106.8748,2020-03-13,2
Tianjin,China,39.3054,117.323,2020-03-13,3
Gansu,China,37.8099,101.0583,2020-03-13,2
Hong Kong,China,22.3,114.2,2020-03-13,4
Liaoning,China,41.2956,122.6085,2020-03-13,1
Jilin,China,43.6661,126.1923,2020-03-13,1
Xinjiang,China,41.1129,85.2401,2020-03-13,3
Inner Mongolia,China,44.0935,113.9448,2020-03-13,1
All,Taiwan*,23.7,121,2020-03-13,1
All,Guyana,5,-58.75,2020-03-13,1
United Kingdom,United Kingdom,55.3781,-3.436,2020-03-13,8
All,Sudan,12.8628,30.2176,2020-03-13,1
All,Thailand,15,101,2020-03-14,1
All,Japan,36,138,2020-03-14,22
British Columbia,Canada,49.2827,-123.1207,2020-03-14,1
New South Wales,Australia,-33.8688,151.2093,2020-03-14,2
All,Germany,51,9,2020-03-14,9
All,Philippines,13,122,2020-03-14,8
All,India,21,78,2020-03-14,2
All,Sweden,63,16,2020-03-14,2
All,Spain,40,-4,2020-03-14,195
All,Belgium,50.8333,4,2020-03-14,4
All,Egypt,26,30,2020-03-14,2
All,Lebanon,33.8547,35.8623,2020-03-14,3
All,Iraq,33,44,2020-03-14,10
All,Algeria,28.0339,1.6596,2020-03-14,3
All,Switzerland,46.8182,8.2275,2020-03-14,13
All,Austria,47.5162,14.5501,2020-03-14,1
All,Greece,39.0742,21.8243,2020-03-14,3
All,Norway,60.472,8.4689,2020-03-14,3
All,Netherlands,52.1326,5.2913,2020-03-14,12
All,San Marino,43.9424,12.4578,2020-03-14,5
Western Australia,Australia,-31.9505,115.8605,2020-03-14,1
All,Ireland,53.1424,-7.6921,2020-03-14,2
All,Luxembourg,49.8153,6.1296,2020-03-14,1
All,Ecuador,-1.8312,-78.1834,2020-03-14,2
All,Azerbaijan,40.1431,47.5769,2020-03-14,1
All,Indonesia,-0.7893,113.9213,2020-03-14,5
All,Morocco,31.7917,-7.0926,2020-03-14,1
All,Argentina,-38.4161,-63.6167,2020-03-14,2
All,Ukraine,48.3794,31.1656,2020-03-14,1
All,Poland,51.9194,19.1451,2020-03-14,3
All,Slovenia,46.1512,14.9955,2020-03-14,1
All,Bulgaria,42.7339,25.4858,2020-03-14,2
All,Albania,41.1533,20.1683,2020-03-14,1
All,Panama,8.538,-80.7821,2020-03-14,1
Hubei,China,30.9756,112.2707,2020-03-14,3075
All,Iran,32,53,2020-03-14,611
All,"Korea, South",36,128,2020-03-14,72
France,France,46.2276,2.2137,2020-03-14,91
Guangdong,China,23.3417,113.4244,2020-03-14,8
Henan,China,33.882,113.614,2020-03-14,22
Zhejiang,China,29.1832,120.0934,2020-03-14,1
Hunan,China,27.6104,111.7088,2020-03-14,4
Anhui,China,31.8257,117.2264,2020-03-14,6
Jiangxi,China,27.614,115.7221,2020-03-14,1
Shandong,China,36.3427,118.1498,2020-03-14,7
Diamond Princess,Cruise Ship,35.4437,139.638,2020-03-14,7
Chongqing,China,30.0572,107.874,2020-03-14,6
Sichuan,China,30.6171,102.7103,2020-03-14,3
Heilongjiang,China,47.862,127.7615,2020-03-14,13
Denmark,Denmark,56.2639,9.5018,2020-03-14,1
Beijing,China,40.1824,116.4142,2020-03-14,8
Shanghai,China,31.202,121.4491,2020-03-14,3
Hebei,China,39.549,116.1306,2020-03-14,6
Fujian,China,26.0789,117.9874,2020-03-14,1
Guangxi,China,23.8298,108.7881,2020-03-14,2
Shaanxi,China,35.1917,108.8701,2020-03-14,2
Yunnan,China,24.974,101.487,2020-03-14,2
Hainan,China,19.1959,109.7453,2020-03-14,6
Guizhou,China,26.8154,106.8748,2020-03-14,2
Tianjin,China,39.3054,117.323,2020-03-14,3
Gansu,China,37.8099,101.0583,2020-03-14,2
Hong Kong,China,22.3,114.2,2020-03-14,4
Liaoning,China,41.2956,122.6085,2020-03-14,1
Jilin,China,43.6661,126.1923,2020-03-14,1
Xinjiang,China,41.1129,85.2401,2020-03-14,3
Inner Mongolia,China,44.0935,113.9448,2020-03-14,1
All,Taiwan*,23.7,121,2020-03-14,1
All,Guyana,5,-58.75,2020-03-14,1
United Kingdom,United Kingdom,55.3781,-3.436,2020-03-14,21
All,Sudan,12.8628,30.2176,2020-03-14,1
All,Thailand,15,101,2020-03-15,1
All,Japan,36,138,2020-03-15,22
British Columbia,Canada,49.2827,-123.1207,2020-03-15,1
New South Wales,Australia,-33.8688,151.2093,2020-03-15,2
All,Germany,51,9,2020-03-15,11
All,Philippines,13,122,2020-03-15,11
All,India,21,78,2020-03-15,2
All,Sweden,63,16,2020-03-15,3
All,Spain,40,-4,2020-03-15,289
All,Belgium,50.8333,4,2020-03-15,4
All,Egypt,26,30,2020-03-15,2
All,Lebanon,33.8547,35.8623,2020-03-15,3
All,Iraq,33,44,2020-03-15,10
All,Algeria,28.0339,1.6596,2020-03-15,4
All,Switzerland,46.8182,8.2275,2020-03-15,14
All,Austria,47.5162,14.5501,2020-03-15,1
All,Greece,39.0742,21.8243,2020-03-15,4
All,Norway,60.472,8.4689,2020-03-15,3
All,Netherlands,52.1326,5.2913,2020-03-15,20
All,San Marino,43.9424,12.4578,2020-03-15,5
All,Iceland,64.9631,-19.0208,2020-03-15,5
Western Australia,Australia,-31.9505,115.8605,2020-03-15,1
All,Ireland,53.1424,-7.6921,2020-03-15,2
All,Luxembourg,49.8153,6.1296,2020-03-15,1
All,Ecuador,-1.8312,-78.1834,2020-03-15,2
All,Azerbaijan,40.1431,47.5769,2020-03-15,1
All,Indonesia,-0.7893,113.9213,2020-03-15,5
All,Morocco,31.7917,-7.0926,2020-03-15,1
All,Argentina,-38.4161,-63.6167,2020-03-15,2
All,Ukraine,48.3794,31.1656,2020-03-15,1
All,Hungary,47.1625,19.5033,2020-03-15,1
All,Poland,51.9194,19.1451,2020-03-15,3
All,Slovenia,46.1512,14.9955,2020-03-15,1
All,Bulgaria,42.7339,25.4858,2020-03-15,2
All,Albania,41.1533,20.1683,2020-03-15,1
All,Panama,8.538,-80.7821,2020-03-15,1
Hubei,China,30.9756,112.2707,2020-03-15,3085
All,Iran,32,53,2020-03-15,724
All,"Korea, South",36,128,2020-03-15,75
France,France,46.2276,2.2137,2020-03-15,91
Guangdong,China,23.3417,113.4244,2020-03-15,8
Henan,China,33.882,113.614,2020-03-15,22
Zhejiang,China,29.1832,120.0934,2020-03-15,1
Hunan,China,27.6104,111.7088,2020-03-15,4
Anhui,China,31.8257,117.2264,2020-03-15,6
Jiangxi,China,27.614,115.7221,2020-03-15,1
Shandong,China,36.3427,118.1498,2020-03-15,7
Diamond Princess,Cruise Ship,35.4437,139.638,2020-03-15,7
Chongqing,China,30.0572,107.874,2020-03-15,6
Sichuan,China,30.6171,102.7103,2020-03-15,3
Heilongjiang,China,47.862,127.7615,2020-03-15,13
Denmark,Denmark,56.2639,9.5018,2020-03-15,2
Beijing,China,40.1824,116.4142,2020-03-15,8
Shanghai,China,31.202,121.4491,2020-03-15,3
Hebei,China,39.549,116.1306,2020-03-15,6
Fujian,China,26.0789,117.9874,2020-03-15,1
Guangxi,China,23.8298,108.7881,2020-03-15,2
Shaanxi,China,35.1917,108.8701,2020-03-15,2
Yunnan,China,24.974,101.487,2020-03-15,2
Hainan,China,19.1959,109.7453,2020-03-15,6
Guizhou,China,26.8154,106.8748,2020-03-15,2
Tianjin,China,39.3054,117.323,2020-03-15,3
Gansu,China,37.8099,101.0583,2020-03-15,2
Hong Kong,China,22.3,114.2,2020-03-15,4
Liaoning,China,41.2956,122.6085,2020-03-15,1
Jilin,China,43.6661,126.1923,2020-03-15,1
Xinjiang,China,41.1129,85.2401,2020-03-15,3
Inner Mongolia,China,44.0935,113.9448,2020-03-15,1
All,Taiwan*,23.7,121,2020-03-15,1
All,Guyana,5,-58.75,2020-03-15,1
United Kingdom,United Kingdom,55.3781,-3.436,2020-03-15,21
All,Sudan,12.8628,30.2176,2020-03-15,1
California,US,39.0916,-120.8039,2020-03-04,1
California,US,39.0916,-120.8039,2020-03-05,1
California,US,39.0916,-120.8039,2020-03-06,1
California,US,39.0916,-120.8039,2020-03-07,1
California,US,39.0916,-120.8039,2020-03-08,1
California,US,39.0916,-120.8039,2020-03-09,1
California,US,36.1162,-119.6816,2020-03-10,2
California,US,36.1162,-119.6816,2020-03-11,3
California,US,36.1162,-119.6816,2020-03-12,4
California,US,36.1162,-119.6816,2020-03-13,4
California,US,36.1162,-119.6816,2020-03-14,5
California,US,36.1162,-119.6816,2020-03-15,6
Colorado,US,39.0598,-105.3111,2020-03-14,1
Colorado,US,39.0598,-105.3111,2020-03-15,1
Florida,US,28.716,-84.46795,2020-03-08,2
Florida,US,28.716,-84.46795,2020-03-09,2
Florida,US,27.7663,-81.6868,2020-03-10,2
Florida,US,27.7663,-81.6868,2020-03-11,2
Florida,US,27.7663,-81.6868,2020-03-12,2
Florida,US,27.7663,-81.6868,2020-03-13,2
Florida,US,27.7663,-81.6868,2020-03-14,3
Florida,US,27.7663,-81.6868,2020-03-15,4
Georgia,US,33.0406,-83.6431,2020-03-12,1
Georgia,US,33.0406,-83.6431,2020-03-13,1
Georgia,US,33.0406,-83.6431,2020-03-14,1
Georgia,US,33.0406,-83.6431,2020-03-15,1
Kansas,US,38.5266,-96.7265,2020-03-13,1
Kansas,US,38.5266,-96.7265,2020-03-14,1
Kansas,US,38.5266,-96.7265,2020-03-15,1
Louisiana,US,31.1695,-91.8678,2020-03-14,1
Louisiana,US,31.1695,-91.8678,2020-03-15,2
New Jersey,US,40.2989,-74.521,2020-03-10,1
New Jersey,US,40.2989,-74.521,2020-03-11,1
New Jersey,US,40.2989,-74.521,2020-03-12,1
New Jersey,US,40.2989,-74.521,2020-03-13,1
New Jersey,US,40.2989,-74.521,2020-03-14,1
New Jersey,US,40.2989,-74.521,2020-03-15,2
New York,US,42.1657,-74.9481,2020-03-14,2
New York,US,42.1657,-74.9481,2020-03-15,3
Oregon,US,44.572,-122.0709,2020-03-15,1
South Dakota,US,44.2998,-99.4388,2020-03-11,1
South Dakota,US,44.2998,-99.4388,2020-03-12,1
South Dakota,US,44.2998,-99.4388,2020-03-13,1
South Dakota,US,44.2998,-99.4388,2020-03-14,1
South Dakota,US,44.2998,-99.4388,2020-03-15,1
Virginia,US,37.7693,-78.17,2020-03-14,1
Virginia,US,37.7693,-78.17,2020-03-15,1
Washington,US,47.6062,-122.3321,2020-02-29,1
Washington,US,47.6062,-122.3321,2020-03-01,1
Washington,US,47.8196,-122.083,2020-03-02,6
Washington,US,47.8196,-122.083,2020-03-03,7
Washington,US,47.8196,-122.083,2020-03-04,10
Washington,US,47.8196,-122.083,2020-03-05,11
Washington,US,47.8196,-122.083,2020-03-06,13
Washington,US,47.8196,-122.083,2020-03-07,16
Washington,US,47.8196,-122.083,2020-03-08,18
Washington,US,47.6124333333333,-121.179733333333,2020-03-09,19
Washington,US,47.4009,-121.4905,2020-03-10,23
Washington,US,47.4009,-121.4905,2020-03-11,29
Washington,US,47.4009,-121.4905,2020-03-12,31
Washington,US,47.4009,-121.4905,2020-03-13,37
Washington,US,47.4009,-121.4905,2020-03-14,37
Washington,US,47.4009,-121.4905,2020-03-15,40
All,China,30.9756,112.2707,2020-01-22,17
All,China,35.2623,114.20065,2020-01-23,18
All,China,39.4622,118.720933333333,2020-01-24,26
All,China,39.4622,118.720933333333,2020-01-25,42
All,China,36.69412,118.24518,2020-01-26,56
All,China,34.6927,116.769342857143,2020-01-27,82
All,China,34.6927,116.769342857143,2020-01-28,131
All,China,34.18325,115.0119625,2020-01-29,133
All,China,34.18325,115.0119625,2020-01-30,171
All,China,34.18325,115.0119625,2020-01-31,213
All,China,33.7248,114.218855555556,2020-02-01,259
All,China,33.7248,114.218855555556,2020-02-02,361
All,China,33.7248,114.218855555556,2020-02-03,425
All,China,32.58232,114.21697,2020-02-04,491
All,China,32.662,113.863958333333,2020-02-05,563
All,China,32.662,113.863958333333,2020-02-06,633
All,China,32.7822714285714,114.713157142857,2020-02-07,718
All,China,32.77325625,113.67195625,2020-02-08,805
All,China,32.4405421052632,113.837663157895,2020-02-09,905
All,China,32.199215,113.931885,2020-02-10,1012
All,China,32.199215,113.931885,2020-02-11,1112
All,China,32.6323761904762,114.345057142857,2020-02-12,1117
All,China,33.0178545454546,113.022104545455,2020-02-13,1369
All,China,33.0178545454546,113.022104545455,2020-02-14,1521
All,China,33.0178545454546,113.022104545455,2020-02-15,1663
All,China,33.0178545454546,113.022104545455,2020-02-16,1766
All,China,33.0178545454546,113.022104545455,2020-02-17,1864
All,China,33.0178545454546,113.022104545455,2020-02-18,2003
All,China,32.6681217391304,112.52057826087,2020-02-19,2116
All,China,32.3777153846154,112.8817,2020-02-20,2238
All,China,32.3777153846154,112.8817,2020-02-21,2238
All,China,32.3777153846154,112.8817,2020-02-22,2443
All,China,32.3777153846154,112.8817,2020-02-23,2445
All,China,32.3777153846154,112.8817,2020-02-24,2595
All,China,32.3777153846154,112.8817,2020-02-25,2665
All,China,32.3777153846154,112.8817,2020-02-26,2717
All,China,32.3777153846154,112.8817,2020-02-27,2746
All,China,32.3777153846154,112.8817,2020-02-28,2790
All,China,32.3777153846154,112.8817,2020-02-29,2837
All,China,32.3777153846154,112.8817,2020-03-01,2872
All,China,32.3777153846154,112.8817,2020-03-02,2914
All,China,32.8116333333333,112.921074074074,2020-03-03,2947
All,China,32.8116333333333,112.921074074074,2020-03-04,2983
All,China,32.8116333333333,112.921074074074,2020-03-05,3015
All,China,32.8116333333333,112.921074074074,2020-03-06,3044
All,China,32.8116333333333,112.921074074074,2020-03-07,3072
All,China,32.8116333333333,112.921074074074,2020-03-08,3100
All,China,32.8116333333333,112.921074074074,2020-03-09,3123
All,China,32.8116333333333,112.921074074074,2020-03-10,3139
All,China,32.8116333333333,112.921074074074,2020-03-11,3161
All,China,32.8116333333333,112.921074074074,2020-03-12,3172
All,China,32.8116333333333,112.921074074074,2020-03-13,3180
All,China,32.8116333333333,112.921074074074,2020-03-14,3193
All,China,32.8116333333333,112.921074074074,2020-03-15,3203
All,France,46.2276,2.2137,2020-02-15,1
All,France,46.2276,2.2137,2020-02-16,1
All,France,46.2276,2.2137,2020-02-17,1
All,France,46.2276,2.2137,2020-02-18,1
All,France,46.2276,2.2137,2020-02-19,1
All,France,46.2276,2.2137,2020-02-20,1
All,France,46.2276,2.2137,2020-02-21,1
All,France,46.2276,2.2137,2020-02-22,1
All,France,46.2276,2.2137,2020-02-23,1
All,France,46.2276,2.2137,2020-02-24,1
All,France,46.2276,2.2137,2020-02-25,1
All,France,46.2276,2.2137,2020-02-26,2
All,France,46.2276,2.2137,2020-02-27,2
All,France,46.2276,2.2137,2020-02-28,2
All,France,46.2276,2.2137,2020-02-29,2
All,France,46.2276,2.2137,2020-03-01,2
All,France,46.2276,2.2137,2020-03-02,3
All,France,46.2276,2.2137,2020-03-03,4
All,France,46.2276,2.2137,2020-03-04,4
All,France,46.2276,2.2137,2020-03-05,6
All,France,46.2276,2.2137,2020-03-06,9
All,France,46.2276,2.2137,2020-03-07,11
All,France,46.2276,2.2137,2020-03-08,19
All,France,46.2276,2.2137,2020-03-09,19
All,France,46.2276,2.2137,2020-03-10,33
All,France,46.2276,2.2137,2020-03-11,48
All,France,46.2276,2.2137,2020-03-12,48
All,France,46.2276,2.2137,2020-03-13,79
All,France,46.2276,2.2137,2020-03-14,91
All,France,46.2276,2.2137,2020-03-15,91
All,Cruise Ship,35.4437,139.638,2020-02-20,2
All,Cruise Ship,35.4437,139.638,2020-02-21,2
All,Cruise Ship,35.4437,139.638,2020-02-22,2
All,Cruise Ship,35.4437,139.638,2020-02-23,3
All,Cruise Ship,35.4437,139.638,2020-02-24,3
All,Cruise Ship,35.4437,139.638,2020-02-25,3
All,Cruise Ship,35.4437,139.638,2020-02-26,4
All,Cruise Ship,35.4437,139.638,2020-02-27,4
All,Cruise Ship,35.4437,139.638,2020-02-28,6
All,Cruise Ship,35.4437,139.638,2020-02-29,6
All,Cruise Ship,35.4437,139.638,2020-03-01,6
All,Cruise Ship,35.4437,139.638,2020-03-02,6
All,Cruise Ship,35.4437,139.638,2020-03-03,6
All,Cruise Ship,35.4437,139.638,2020-03-04,6
All,Cruise Ship,35.4437,139.638,2020-03-05,6
All,Cruise Ship,35.4437,139.638,2020-03-06,6
All,Cruise Ship,35.4437,139.638,2020-03-07,6
All,Cruise Ship,35.4437,139.638,2020-03-08,6
All,Cruise Ship,35.4437,139.638,2020-03-09,6
All,Cruise Ship,35.4437,139.638,2020-03-10,6
All,Cruise Ship,35.4437,139.638,2020-03-11,7
All,Cruise Ship,35.4437,139.638,2020-03-12,7
All,Cruise Ship,35.4437,139.638,2020-03-13,7
All,Cruise Ship,35.4437,139.638,2020-03-14,7
All,Cruise Ship,35.4437,139.638,2020-03-15,7
All,Australia,-31.9505,115.8605,2020-03-01,1
All,Australia,-31.9505,115.8605,2020-03-02,1
All,Australia,-31.9505,115.8605,2020-03-03,1
All,Australia,-32.90965,133.5349,2020-03-04,2
All,Australia,-32.90965,133.5349,2020-03-05,2
All,Australia,-32.90965,133.5349,2020-03-06,2
All,Australia,-32.90965,133.5349,2020-03-07,2
All,Australia,-32.90965,133.5349,2020-03-08,3
All,Australia,-32.90965,133.5349,2020-03-09,3
All,Australia,-32.90965,133.5349,2020-03-10,3
All,Australia,-32.90965,133.5349,2020-03-11,3
All,Australia,-32.90965,133.5349,2020-03-12,3
All,Australia,-32.90965,133.5349,2020-03-13,3
All,Australia,-32.90965,133.5349,2020-03-14,3
All,Australia,-32.90965,133.5349,2020-03-15,3
All,United Kingdom,55.3781,-3.436,2020-03-05,1
All,United Kingdom,55.3781,-3.436,2020-03-06,2
All,United Kingdom,55.3781,-3.436,2020-03-07,2
All,United Kingdom,55.3781,-3.436,2020-03-08,3
All,United Kingdom,55.3781,-3.436,2020-03-09,4
All,United Kingdom,55.3781,-3.436,2020-03-10,6
All,United Kingdom,55.3781,-3.436,2020-03-11,8
All,United Kingdom,55.3781,-3.436,2020-03-12,8
All,United Kingdom,55.3781,-3.436,2020-03-13,8
All,United Kingdom,55.3781,-3.436,2020-03-14,21
All,United Kingdom,55.3781,-3.436,2020-03-15,21
All,Canada,49.2827,-123.1207,2020-03-09,1
All,Canada,49.2827,-123.1207,2020-03-10,1
All,Canada,49.2827,-123.1207,2020-03-11,1
All,Canada,49.2827,-123.1207,2020-03-12,1
All,Canada,49.2827,-123.1207,2020-03-13,1
All,Canada,49.2827,-123.1207,2020-03-14,1
All,Canada,49.2827,-123.1207,2020-03-15,1
All,Denmark,56.2639,9.5018,2020-03-14,1
All,Denmark,56.2639,9.5018,2020-03-15,2
All,US,43.4556,-121.44345,2020-03-04,11
All,US,43.4556,-121.44345,2020-03-05,12
All,US,43.4556,-121.44345,2020-03-06,14
All,US,43.4556,-121.44345,2020-03-07,17
All,US,38.5424,-109.118283333333,2020-03-08,21
All,US,38.4733444444444,-108.817194444444,2020-03-09,22
All,US,37.895575,-99.344975,2020-03-10,28
All,US,39.17642,-99.36374,2020-03-11,36
All,US,38.1537833333333,-96.7436333333333,2020-03-12,40
All,US,38.2070428571429,-96.7411857142857,2020-03-13,47
All,US,37.9648727272727,-93.4077545454546,2020-03-14,54
All,US,38.5154666666667,-95.79635,2020-03-15,63
All,US,47.6062,-122.3321,2020-02-29,1
All,US,47.6062,-122.3321,2020-03-01,1
All,US,47.8196,-122.083,2020-03-02,6
All,US,47.8196,-122.083,2020-03-03,7
All,Italy,43,12,2020-02-24,7
All,Italy,43,12,2020-02-25,10
All,Italy,43,12,2020-02-26,12
All,Italy,43,12,2020-02-27,17
All,Italy,43,12,2020-02-28,21
All,Italy,43,12,2020-02-29,29
All,Italy,43,12,2020-03-01,34
All,Italy,43,12,2020-03-02,52
All,Italy,43,12,2020-03-03,79
All,Italy,43,12,2020-03-04,107
All,Italy,43,12,2020-03-05,148
All,Italy,43,12,2020-03-06,197
All,Italy,43,12,2020-03-07,233
All,Italy,43,12,2020-03-08,366
All,Italy,43,12,2020-03-09,463
All,Italy,43,12,2020-03-10,631
All,Italy,43,12,2020-03-11,827
All,Italy,43,12,2020-03-12,1016
All,Italy,43,12,2020-03-13,1266
All,Italy,43,12,2020-03-14,1441
All,Italy,43,12,2020-03-15,1809
All,Italy,43,12,2020-03-16,2158
